article_key,title,send_date,first_record,last_record,recorded_days,income,exposure,seven_day_mature,observed_ecpm
2026-01-17|# 我的2025和2026的我（左手AI，右手ai）,# 我的2025和2026的我（左手AI，右手ai）,2026-01-17,2026-01-17,2026-01-21,4,0.11,30,True,3.6666666666666665
2023-07-02|【公考热点】网络暴力何时休。适用国考省考事业单位申论和结构化面试考试。,【公考热点】网络暴力何时休。适用国考省考事业单位申论和结构化面试考试。,2023-07-02,2023-07-02,2023-07-08,7,0.1,55,True,1.8181818181818181
2024-05-09|【公考申论面试热点41】进一步增强人民群众文化获得感,【公考申论面试热点41】进一步增强人民群众文化获得感,2024-05-09,2024-05-09,2024-05-15,7,0.1,84,True,1.1904761904761905
2024-05-13|【公考申论面试热点45】外卖骑手陷入“租车陷阱”,【公考申论面试热点45】外卖骑手陷入“租车陷阱”,2024-05-13,2024-05-13,2024-05-19,6,0.1,100,True,1.0
2024-06-14|人民日报评论热点73｜美丽乡村容不下鸡鸭鹅？,人民日报评论热点73｜美丽乡村容不下鸡鸭鹅？,2024-06-14,2024-06-14,2024-06-20,7,0.1,43,True,2.3255813953488373
2024-11-12|【人民日报】每日金句，每天5分钟轻松提升文笔｜08,【人民日报】每日金句，每天5分钟轻松提升文笔｜08,2024-11-12,2024-11-12,2024-11-13,2,0.1,38,True,2.6315789473684212
2024-11-18|【人民日报】每日金句，每天5分钟轻松提升文笔｜15,【人民日报】每日金句，每天5分钟轻松提升文笔｜15,2024-11-18,2024-11-18,2024-11-24,6,0.1,101,True,0.9900990099009901
2024-12-07|每日金句 34｜《人民日报》这样写「群众口碑」,每日金句 34｜《人民日报》这样写「群众口碑」,2024-12-07,2024-12-07,2024-12-13,7,0.1,48,True,2.0833333333333335
2024-12-10|每日金句 37｜《人民日报》这样写「高质量发展」,每日金句 37｜《人民日报》这样写「高质量发展」,2024-12-10,2024-12-10,2024-12-16,4,0.1,53,True,1.8867924528301887
2025-01-09|人民日报每日金句 66｜申论面试热点「架好连心桥 用心解民忧」,人民日报每日金句 66｜申论面试热点「架好连心桥 用心解民忧」,2025-01-09,2025-01-09,2025-01-15,6,0.1,40,True,2.5
2026-01-06|2026 国考面试热点：职业闭店人：把跑路做成生意，谁来守住消费者的钱袋子？,2026 国考面试热点：职业闭店人：把跑路做成生意，谁来守住消费者的钱袋子？,2026-01-06,2026-01-06,2026-01-12,5,0.1,57,True,1.7543859649122806
"2026-01-18|比囤积知识更重要的是""全景判断力""","比囤积知识更重要的是""全景判断力""",2026-01-18,2026-01-18,2026-01-20,3,0.1,14,True,7.142857142857143
2026-03-14|【抱佛脚】申论“行政执法卷”考前突击版：20个热点,【抱佛脚】申论“行政执法卷”考前突击版：20个热点,2026-03-14,2026-03-14,2026-03-19,6,0.1,63,True,1.5873015873015872
2024-05-27|国考申论面试热点58｜畸形“饭圈文化”侵蚀体育,国考申论面试热点58｜畸形“饭圈文化”侵蚀体育,2024-05-27,2024-05-27,2024-06-01,6,0.09,58,True,1.5517241379310345
2024-11-07|人民日报这样写｜问需于民问计于民,人民日报这样写｜问需于民问计于民,2024-11-07,2024-11-07,2024-11-13,5,0.09,59,True,1.5254237288135593
2024-12-24|人民日报每日金句 51｜申论面试热点「技艺传承——择一事终一生」,人民日报每日金句 51｜申论面试热点「技艺传承——择一事终一生」,2024-12-24,2024-12-24,2024-12-30,5,0.09,43,True,2.0930232558139537
"2025-01-06|人民日报每日金句 64｜申论面试热点「基层治理品""三味""」","人民日报每日金句 64｜申论面试热点「基层治理品""三味""」",2025-01-06,2025-01-06,2025-01-10,5,0.09,69,True,1.3043478260869565
2025-01-07|人民日报热点评论 92｜卖地铁座位，“挖”错了商机,人民日报热点评论 92｜卖地铁座位，“挖”错了商机,2025-01-07,2025-01-07,2025-01-13,5,0.09,54,True,1.6666666666666667
2026-01-12|你最赚钱的本事，往往是你根本看不起的那一个,你最赚钱的本事，往往是你根本看不起的那一个,2026-01-12,2026-01-12,2026-01-13,2,0.09,27,True,3.3333333333333335
2026-01-13|《人民日报》热点时评12：土墙上的天安门（2026年国考面试热点）,《人民日报》热点时评12：土墙上的天安门（2026年国考面试热点）,2026-01-13,2026-01-13,2026-01-19,6,0.09,31,True,2.903225806451613
2026-05-31|人民日报写稳就业：找到活、上得工、拿到钱,人民日报写稳就业：找到活、上得工、拿到钱,2026-05-31,2026-05-31,2026-06-06,7,0.09,52,True,1.7307692307692308
2023-02-20|哪种车把设计更合理？,哪种车把设计更合理？,2023-02-20,2023-02-20,2023-02-24,4,0.08,24,True,3.3333333333333335
2023-07-31|人民日报评论热点09：手机争夺战 // 公务员考试申论面试素材/晨读材料,人民日报评论热点09：手机争夺战 // 公务员考试申论面试素材/晨读材料,2023-07-31,2023-07-31,2023-08-05,5,0.08,70,True,1.1428571428571428
2024-03-12|【公考申论面试热点34】拦住电动车入室,【公考申论面试热点34】拦住电动车入室,2024-03-12,2024-03-12,2024-03-18,6,0.08,41,True,1.951219512195122
2024-06-07|人民日报评论热点67｜退租定损，到底谁说了算？,人民日报评论热点67｜退租定损，到底谁说了算？,2024-06-07,2024-06-07,2024-06-13,7,0.08,71,True,1.1267605633802817
2024-08-25|人民日报评论热点78｜又见保安强拦外卖上楼,人民日报评论热点78｜又见保安强拦外卖上楼,2024-08-25,2024-08-25,2024-08-30,6,0.08,39,True,2.051282051282051
2024-11-25|每日金句 22｜人民日报这样写「问需于民」,每日金句 22｜人民日报这样写「问需于民」,2024-11-25,2024-11-25,2024-11-30,5,0.08,41,True,1.951219512195122
2024-12-17|人民日报每日金句44｜申论面试热点「教育强国」,人民日报每日金句44｜申论面试热点「教育强国」,2024-12-17,2024-12-17,2024-12-23,7,0.08,46,True,1.7391304347826086
2025-01-08|人民日报每日金句 64｜申论面试热点「把握战略定位，担起各自重任」,人民日报每日金句 64｜申论面试热点「把握战略定位，担起各自重任」,2025-01-08,2025-01-08,2025-01-14,5,0.08,52,True,1.5384615384615385
2026-04-25|三十八岁记,三十八岁记,2026-04-25,2026-04-25,2026-04-26,2,0.08,27,True,2.962962962962963
2023-07-30|《乌合之众》40句话，让人醍醐灌顶,《乌合之众》40句话，让人醍醐灌顶,2023-07-30,2023-07-30,2023-08-02,3,0.07,20,True,3.5
2024-02-06|高铁上的“遛娃舱”,高铁上的“遛娃舱”,2024-02-06,2024-02-06,2024-02-12,3,0.07,45,True,1.5555555555555556
2024-05-08|【公考申论面试热点40】陪诊师变身“号贩子”,【公考申论面试热点40】陪诊师变身“号贩子”,2024-05-08,2024-05-08,2024-05-14,6,0.07,65,True,1.0769230769230769
2024-08-23|人民日报评论热点75｜劳动仲裁是求职者污点,人民日报评论热点75｜劳动仲裁是求职者污点,2024-08-23,2024-08-23,2024-08-28,5,0.07,75,True,0.9333333333333333
2024-11-28|每日金句 25｜人民日报这样写「躬身入局」,每日金句 25｜人民日报这样写「躬身入局」,2024-11-28,2024-11-28,2024-12-04,4,0.07,27,True,2.5925925925925926
2024-12-09|每日金句 36｜《人民日报》这样写「英雄典范」,每日金句 36｜《人民日报》这样写「英雄典范」,2024-12-09,2024-12-09,2024-12-15,5,0.07,56,True,1.25
2026-01-21|中年人男人沉迷游戏，只因为……,中年人男人沉迷游戏，只因为……,2026-01-21,2026-01-21,2026-01-24,3,0.07,13,True,5.384615384615385
2026-01-25|《人民日报》热点时评17：儿童微短剧不能成为成人世界的「代理场」（2026年国考面试热点）,《人民日报》热点时评17：儿童微短剧不能成为成人世界的「代理场」（2026年国考面试热点）,2026-01-25,2026-01-25,2026-01-30,5,0.07,11,True,6.363636363636363
2023-02-09|早上好！2023人民日报金句摘抄032 | 申论晨读素材、结构化面试热点、高考作文素材,早上好！2023人民日报金句摘抄032 | 申论晨读素材、结构化面试热点、高考作文素材,2023-02-09,2023-02-10,2023-02-15,5,0.06,28,True,2.142857142857143
2023-07-01|【公考热点】人工智能对就业市场的影响和应对措施,【公考热点】人工智能对就业市场的影响和应对措施,2023-07-01,2023-07-01,2023-07-07,7,0.06,49,True,1.2244897959183674
2024-01-30|【申论面试热点12】压岁钱成为农村老人的负担,【申论面试热点12】压岁钱成为农村老人的负担,2024-01-30,2024-01-30,2024-02-05,5,0.06,69,True,0.8695652173913043
2024-02-02|【申论面试热点15】大数据杀熟,【申论面试热点15】大数据杀熟,2024-02-02,2024-02-02,2024-02-06,4,0.06,75,True,0.8
2024-02-18|【公考申论面试热点19】大学生德华,【公考申论面试热点19】大学生德华,2024-02-18,2024-02-18,2024-02-23,6,0.06,58,True,1.0344827586206897
2024-02-24|【公考申论面试热点23】依法办事“烫手”?,【公考申论面试热点23】依法办事“烫手”?,2024-02-24,2024-02-24,2024-02-29,6,0.06,53,True,1.1320754716981132
2024-03-05|《人民日报》正能量金句04：实干篇,《人民日报》正能量金句04：实干篇,2024-03-05,2024-03-05,2024-03-11,4,0.06,23,True,2.608695652173913
2024-03-11|【公考申论面试热点32】严惩“按键伤人”,【公考申论面试热点32】严惩“按键伤人”,2024-03-11,2024-03-11,2024-03-17,5,0.06,28,True,2.142857142857143
2024-03-13|【公考申论面试热点35】大学食堂对外开放,【公考申论面试热点35】大学食堂对外开放,2024-03-13,2024-03-13,2024-03-18,5,0.06,40,True,1.5
2024-05-12|【公考申论面试热点44】WPS“套娃式”收费,【公考申论面试热点44】WPS“套娃式”收费,2024-05-12,2024-05-12,2024-05-18,7,0.06,86,True,0.6976744186046512
2024-05-16|摩托车驾照一天速成 | 国考申论面试热点48,摩托车驾照一天速成 | 国考申论面试热点48,2024-05-16,2024-05-16,2024-05-21,6,0.06,30,True,2.0
2024-05-25|国考申论面试热点56 | 政务新媒体当远离形式主义,国考申论面试热点56 | 政务新媒体当远离形式主义,2024-05-25,2024-05-25,2024-05-30,6,0.06,68,True,0.8823529411764706
2024-11-29|每日金句 26｜《人民日报》这样写「松弛感」,每日金句 26｜《人民日报》这样写「松弛感」,2024-11-29,2024-11-29,2024-12-05,4,0.06,43,True,1.3953488372093024
2024-11-30|每日金句 27｜人民日报这样写「尊崇英烈」,每日金句 27｜人民日报这样写「尊崇英烈」,2024-11-30,2024-11-30,2024-12-02,3,0.06,49,True,1.2244897959183674
2024-12-02|每日金句 29｜人民日报这样写「立志」,每日金句 29｜人民日报这样写「立志」,2024-12-02,2024-12-02,2024-12-06,3,0.06,43,True,1.3953488372093024
2024-12-15|人民日报每日金句42｜申论面试热点「生态保护」,人民日报每日金句42｜申论面试热点「生态保护」,2024-12-15,2024-12-15,2024-12-21,7,0.06,48,True,1.25
2024-12-20|人民日报每日金句47｜申论面试热点「好环境（不仅仅是生态环境）」,人民日报每日金句47｜申论面试热点「好环境（不仅仅是生态环境）」,2024-12-20,2024-12-20,2024-12-25,4,0.06,23,True,2.608695652173913
2025-01-10|人民日报每日金句 67｜申论面试热点「文旅融合」,人民日报每日金句 67｜申论面试热点「文旅融合」,2025-01-10,2025-01-10,2025-01-15,6,0.06,22,True,2.727272727272727
2023-06-29|【公考面试干货】会议组织通用框架,【公考面试干货】会议组织通用框架,2023-06-29,2023-06-29,2023-07-05,7,0.05,52,True,0.9615384615384616
2023-12-11|三十五岁记（中）：AI大作战,三十五岁记（中）：AI大作战,2023-12-11,2023-12-11,2023-12-13,3,0.05,12,True,4.166666666666667
2024-01-28|【申论面试素材】讨回份子钱,【申论面试素材】讨回份子钱,2024-01-28,2024-01-28,2024-02-01,3,0.05,56,True,0.8928571428571429
2024-02-23|【公考申论面试热点22】擦净马桶才能退房？,【公考申论面试热点22】擦净马桶才能退房？,2024-02-23,2024-02-23,2024-02-25,3,0.05,30,True,1.6666666666666667
2024-03-04|《人民日报》正能量金句03：实干篇,《人民日报》正能量金句03：实干篇,2024-03-04,2024-03-04,2024-03-09,5,0.05,28,True,1.7857142857142858
2024-05-10|【公考申论面试热点42】一次挂号管三天,【公考申论面试热点42】一次挂号管三天,2024-05-10,2024-05-10,2024-05-16,7,0.05,45,True,1.1111111111111112
2024-05-24|国考申论面试热点55 | 火车票改签也收手续费,国考申论面试热点55 | 火车票改签也收手续费,2024-05-24,2024-05-24,2024-05-29,5,0.05,29,True,1.7241379310344827
2024-05-29|内向者在酒桌上提高存在感的 8 个技巧,内向者在酒桌上提高存在感的 8 个技巧,2024-05-29,2024-05-29,2024-06-01,4,0.05,23,True,2.1739130434782608
2024-06-09|取消教职工食堂，师生“同菜同质同价”,取消教职工食堂，师生“同菜同质同价”,2024-06-09,2024-06-09,2024-06-14,6,0.05,52,True,0.9615384615384616
2024-06-15|人民日报评论热点74｜“摇一摇”广告泛滥,人民日报评论热点74｜“摇一摇”广告泛滥,2024-06-15,2024-06-15,2024-06-19,5,0.05,24,True,2.0833333333333335
2024-10-23|人民日报每日金句｜要高山仰止，还要见贤思齐——致敬时代楷模！🌟学习谷文昌精神，汇聚复兴力量！,人民日报每日金句｜要高山仰止，还要见贤思齐——致敬时代楷模！🌟学习谷文昌精神，汇聚复兴力量！,2024-10-23,2024-10-23,2024-10-29,6,0.05,38,True,1.3157894736842106
2024-10-25|人民日报每日金句 84｜让假“洋水果”无所遁形（申论面试热点）,人民日报每日金句 84｜让假“洋水果”无所遁形（申论面试热点）,2024-10-25,2024-10-25,2024-10-30,6,0.05,74,True,0.6756756756756757
2024-11-08|《生活不在别处，当下即是全部》,《生活不在别处，当下即是全部》,2024-11-08,2024-11-08,2024-11-13,3,0.05,12,True,4.166666666666667
2024-11-26|每日金句 23｜人民日报这样写「City Walk」,每日金句 23｜人民日报这样写「City Walk」,2024-11-26,2024-11-26,2024-12-01,4,0.05,31,True,1.6129032258064515
2024-11-30|人民日报热点评论 90｜25亿造“古城”日均游客20人,人民日报热点评论 90｜25亿造“古城”日均游客20人,2024-11-30,2024-11-30,2024-12-05,6,0.05,53,True,0.9433962264150944
2024-12-11|每日金句 38｜《人民日报》这样写「谋定而动」,每日金句 38｜《人民日报》这样写「谋定而动」,2024-12-11,2024-12-11,2024-12-17,4,0.05,31,True,1.6129032258064515
2024-12-21|人民日报每日金句48｜申论面试热点「干事热情和科学精神」,人民日报每日金句48｜申论面试热点「干事热情和科学精神」,2024-12-21,2024-12-21,2024-12-24,2,0.05,16,True,3.125
2024-12-30|人民日报热点评论 91｜错误百出的“野鸡字典”,人民日报热点评论 91｜错误百出的“野鸡字典”,2024-12-30,2024-12-30,2025-01-05,6,0.05,51,True,0.9803921568627451
2025-01-03|人民日报每日金句 61｜申论面试热点「中国好人」,人民日报每日金句 61｜申论面试热点「中国好人」,2025-01-03,2025-01-03,2025-01-09,6,0.05,34,True,1.4705882352941178
2026-01-11|watching is not seeing 观看不代表洞察,watching is not seeing 观看不代表洞察,2026-01-11,2026-01-11,2026-01-17,4,0.05,9,True,5.555555555555555
"2026-01-14|《人民日报》热点时评13：当""开门纳谏""成为""关门表演""（2026年国考面试热点）","《人民日报》热点时评13：当""开门纳谏""成为""关门表演""（2026年国考面试热点）",2026-01-14,2026-01-14,2026-01-20,7,0.05,23,True,2.1739130434782608
2026-01-16|寒山拾得对,寒山拾得对,2026-01-16,2026-01-16,2026-01-17,2,0.05,9,True,5.555555555555555
2026-01-24|警惕“零摩擦”学习：为什么大脑越舒服，你越学不到东西？,警惕“零摩擦”学习：为什么大脑越舒服，你越学不到东西？,2026-01-24,2026-01-24,2026-01-30,6,0.05,22,True,2.272727272727273
2026-02-06|人民日报时评25：坚果礼盒只有重量没有分量（2026年国考面试热点）,人民日报时评25：坚果礼盒只有重量没有分量（2026年国考面试热点）,2026-02-06,2026-02-07,2026-02-11,5,0.05,22,True,2.272727272727273
2026-08-28|《人民日报》深度分析【县域青年发展】：岗,《人民日报》深度分析【县域青年发展】：岗,2026-08-28,2026-08-28,2026-09-02,6,0.05,18,True,2.7777777777777777
2023-07-15|《生活不在别处，当下即是全部》,《生活不在别处，当下即是全部》,2023-07-15,2023-07-15,2023-07-17,3,0.04,17,True,2.3529411764705883
2024-01-31|【申论面试热点13】一高铁站近9成是按摩椅？,【申论面试热点13】一高铁站近9成是按摩椅？,2024-01-31,2024-01-31,2024-02-06,4,0.04,34,True,1.1764705882352942
2024-02-21|大多数的人生困惑，早被这4本书写透了,大多数的人生困惑，早被这4本书写透了,2024-02-21,2024-02-21,2024-02-21,1,0.04,15,True,2.6666666666666665
2024-03-07|【公考申论面试热点31】保留人工窗口也是以人为本,【公考申论面试热点31】保留人工窗口也是以人为本,2024-03-07,2024-03-07,2024-03-13,6,0.04,48,True,0.8333333333333334
2024-05-06|【公考申论面试热点38】中国式现代化是最大的政治,【公考申论面试热点38】中国式现代化是最大的政治,2024-05-06,2024-05-06,2024-05-10,5,0.04,23,True,1.7391304347826086
2024-05-15|不统一就砸招牌 | 公考申论面试热点47,不统一就砸招牌 | 公考申论面试热点47,2024-05-15,2024-05-15,2024-05-21,5,0.04,44,True,0.9090909090909091
2024-06-05|人民日报评论热点66｜越来越多孩子不认识钱,人民日报评论热点66｜越来越多孩子不认识钱,2024-06-05,2024-06-05,2024-06-11,7,0.04,87,True,0.45977011494252873
2024-10-19|人民日报评论热点金句81｜医院成“网红”拍摄背景板？,人民日报评论热点金句81｜医院成“网红”拍摄背景板？,2024-10-19,2024-10-19,2024-10-25,5,0.04,16,True,2.5
2024-11-11|加大加宽的大鹅腰枕来了，靠上去像给腰部做SPA！太舒服了！,加大加宽的大鹅腰枕来了，靠上去像给腰部做SPA！太舒服了！,2024-11-11,2024-11-11,2024-11-17,4,0.04,16,True,2.5
2024-11-21|人民日报每日金句 18｜明确优先序与把握时度效,人民日报每日金句 18｜明确优先序与把握时度效,2024-11-21,2024-11-21,2024-11-27,7,0.04,53,True,0.7547169811320755
2024-11-22|领导说我汇报没有重点，怎么办？,领导说我汇报没有重点，怎么办？,2024-11-22,2024-11-22,2024-11-23,2,0.04,14,True,2.857142857142857
2024-12-08|每日金句 35｜《人民日报》这样写「奋斗者」,每日金句 35｜《人民日报》这样写「奋斗者」,2024-12-08,2024-12-08,2024-12-09,2,0.04,12,True,3.3333333333333335
2024-12-12|每日金句 38｜《人民日报》这样写「追求梦想」,每日金句 38｜《人民日报》这样写「追求梦想」,2024-12-12,2024-12-12,2024-12-17,6,0.04,23,True,1.7391304347826086
2024-12-13|每日金句 39｜《人民日报》这样写「凡人善举」,每日金句 39｜《人民日报》这样写「凡人善举」,2024-12-13,2024-12-13,2024-12-19,5,0.04,16,True,2.5
"2024-12-23|人民日报每日金句 50｜申论面试热点「向""短板""要动力」","人民日报每日金句 50｜申论面试热点「向""短板""要动力」",2024-12-23,2024-12-23,2024-12-29,6,0.04,51,True,0.7843137254901961
2024-12-26|人民日报每日金句 53｜申论面试热点「新时代“枫桥经验”」,人民日报每日金句 53｜申论面试热点「新时代“枫桥经验”」,2024-12-26,2024-12-26,2024-12-31,5,0.04,63,True,0.6349206349206349
2026-01-13|PerfecTonight@能不能理解，或许不重要了,PerfecTonight@能不能理解，或许不重要了,2026-01-13,2026-01-13,2026-01-14,2,0.04,12,True,3.3333333333333335
2026-01-27|你的文凭正在慢慢变成“一张废纸”，原因只有一个,你的文凭正在慢慢变成“一张废纸”，原因只有一个,2026-01-27,2026-01-27,2026-02-02,5,0.04,32,True,1.25
"2026-01-28|Office 时代的终结：为什么未来每个职场人都要学会""像程序员一样工作""？","Office 时代的终结：为什么未来每个职场人都要学会""像程序员一样工作""？",2026-01-28,2026-01-28,2026-01-30,3,0.04,16,True,2.5
2026-02-01|人民日报时评22： 职场监控神器（2026年国考面试热点）,人民日报时评22： 职场监控神器（2026年国考面试热点）,2026-02-01,2026-02-02,2026-02-07,4,0.04,5,True,8.0
2026-08-29|《人民日报》谈【基层群众议事】：从“听意,《人民日报》谈【基层群众议事】：从“听意,2026-08-29,2026-08-29,2026-09-03,5,0.04,10,True,4.0
2023-02-05|早上好！2023人民日报金句摘抄028 | 公考必背、申论晨读素材、结构化面试热点,早上好！2023人民日报金句摘抄028 | 公考必背、申论晨读素材、结构化面试热点,2023-02-05,2023-02-11,2023-02-11,1,0.03,3,True,10.0
2024-02-28|治愈当代人的一剂猛药,治愈当代人的一剂猛药,2024-02-28,2024-02-28,2024-03-02,2,0.03,9,True,3.3333333333333335
2024-02-29|【公考申论面试热点27】“低彩礼”与子女优先入学挂钩,【公考申论面试热点27】“低彩礼”与子女优先入学挂钩,2024-02-29,2024-02-29,2024-03-06,5,0.03,33,True,0.9090909090909091
2024-05-04|请多读点哲学，少看点鸡汤,请多读点哲学，少看点鸡汤,2024-05-04,2024-05-04,2024-05-07,4,0.03,37,True,0.8108108108108109
2024-05-07|【公考申论面试热点39】叫花鸡里没有鸡,【公考申论面试热点39】叫花鸡里没有鸡,2024-05-07,2024-05-07,2024-05-13,6,0.03,30,True,1.0
2024-05-23|申论高分答案 ｜ “我为群众办实事”系列报道编者按（2021 年 0327 甘肃 · 省市县）,申论高分答案 ｜ “我为群众办实事”系列报道编者按（2021 年 0327 甘肃 · 省市县）,2024-05-23,2024-05-23,2024-05-29,5,0.03,10,True,3.0
2024-08-18|预防高血脂极简生活指南,预防高血脂极简生活指南,2024-08-18,2024-08-18,2024-08-19,2,0.03,10,True,3.0
2024-11-22|每日金句 19｜人民日报这样写「着眼长远」,每日金句 19｜人民日报这样写「着眼长远」,2024-11-22,2024-11-22,2024-11-28,7,0.03,47,True,0.6382978723404256
2024-11-24|每日金句 21｜人民日报这样写「事务主义」,每日金句 21｜人民日报这样写「事务主义」,2024-11-24,2024-11-24,2024-11-27,2,0.03,25,True,1.2
2024-12-05|每日金句 32｜《人民日报》这样写「文化的保护与利用」,每日金句 32｜《人民日报》这样写「文化的保护与利用」,2024-12-05,2024-12-05,2024-12-10,5,0.03,31,True,0.967741935483871
2024-12-16|人民日报每日金句43｜申论面试热点「汉字书写」,人民日报每日金句43｜申论面试热点「汉字书写」,2024-12-16,2024-12-16,2024-12-22,5,0.03,27,True,1.1111111111111112
2024-12-25|人民日报每日金句 52｜申论面试热点「从群众切身需要来考量好事实事」,人民日报每日金句 52｜申论面试热点「从群众切身需要来考量好事实事」,2024-12-25,2024-12-25,2024-12-31,4,0.03,23,True,1.3043478260869565
2024-12-27|人民日报每日金句 54｜申论面试热点「勤不言苦 行不畏难」,人民日报每日金句 54｜申论面试热点「勤不言苦 行不畏难」,2024-12-27,2024-12-27,2025-01-01,5,0.03,33,True,0.9090909090909091
2025-01-01|人民日报每日金句 59｜申论面试热点「二〇二五年新年贺词」,人民日报每日金句 59｜申论面试热点「二〇二五年新年贺词」,2025-01-01,2025-01-01,2025-01-07,5,0.03,9,True,3.3333333333333335
2026-01-17|当AI比真人更懂关心，问题不在AI，而在……,当AI比真人更懂关心，问题不在AI，而在……,2026-01-17,2026-01-17,2026-01-21,4,0.03,12,True,2.5
2026-01-25|遇见 Dan Koe,遇见 Dan Koe,2026-01-25,2026-01-25,2026-01-30,3,0.03,17,True,1.7647058823529411
2026-01-27|《人民日报》热点时评19： 一个字证明你不是AI（2026年国考面试热点）,《人民日报》热点时评19： 一个字证明你不是AI（2026年国考面试热点）,2026-01-27,2026-01-27,2026-02-02,6,0.03,23,True,1.3043478260869565
2026-01-31|别在泰坦尼克号上抢“头等舱”了，船都要沉了,别在泰坦尼克号上抢“头等舱”了，船都要沉了,2026-01-31,2026-02-01,2026-02-05,3,0.03,7,True,4.285714285714286
2023-02-06|早上好！2023人民日报金句摘抄029 | 公考必背、申论晨读素材、结构化面试热点,早上好！2023人民日报金句摘抄029 | 公考必背、申论晨读素材、结构化面试热点,2023-02-06,2023-02-11,2023-02-12,2,0.02,5,True,4.0
2023-02-08|2023人民日报金句摘抄031| 公考晨读素材、结构化面试热点、申论作文素材,2023人民日报金句摘抄031| 公考晨读素材、结构化面试热点、申论作文素材,2023-02-08,2023-02-10,2023-02-14,5,0.02,16,True,1.25
2023-07-14|黄永玉的狂飙人生：人只要笑，就没有输！,黄永玉的狂飙人生：人只要笑，就没有输！,2023-07-14,2023-07-14,2023-07-18,2,0.02,17,True,1.1764705882352942
2024-01-30|10年断货、盗版被抢光！这本书究竟有多牛？,10年断货、盗版被抢光！这本书究竟有多牛？,2024-01-30,2024-01-30,2024-01-31,2,0.02,9,True,2.2222222222222223
2024-03-01|【公考申论面试热点28】拿什么拯救“词穷”的年轻人,【公考申论面试热点28】拿什么拯救“词穷”的年轻人,2024-03-01,2024-03-01,2024-03-06,6,0.02,34,True,0.5882352941176471
2024-03-03|《人民日报》每日金句，书法手机壁纸 02,《人民日报》每日金句，书法手机壁纸 02,2024-03-03,2024-03-03,2024-03-09,4,0.02,17,True,1.1764705882352942
2024-03-08|人民日报每日一图，正能量金句06：女神节的祝福,人民日报每日一图，正能量金句06：女神节的祝福,2024-03-08,2024-03-08,2024-03-13,5,0.02,17,True,1.1764705882352942
2024-05-13|人生一定需要有意义吗？,人生一定需要有意义吗？,2024-05-13,2024-05-13,2024-05-15,2,0.02,9,True,2.2222222222222223
2024-05-17|这些演讲稿，值得一生反复捧读：摆脱困顿，生命破茧,这些演讲稿，值得一生反复捧读：摆脱困顿，生命破茧,2024-05-17,2024-05-17,2024-05-19,2,0.02,7,True,2.857142857142857
2024-05-18|国考申论面试热点50  |  真正办好这所“大学校”,国考申论面试热点50  |  真正办好这所“大学校”,2024-05-18,2024-05-18,2024-05-23,5,0.02,7,True,2.857142857142857
2024-06-01|国考申论面试热点62｜指豚为鱼,国考申论面试热点62｜指豚为鱼,2024-06-01,2024-06-01,2024-06-07,5,0.02,27,True,0.7407407407407407
2024-11-06|【建议收藏】人民日报精选金句，每天5分钟轻松提升文笔｜03,【建议收藏】人民日报精选金句，每天5分钟轻松提升文笔｜03,2024-11-06,2024-11-06,2024-11-08,3,0.02,13,True,1.5384615384615385
2024-11-09|越活越年轻的4个好习惯，请逼自己养成,越活越年轻的4个好习惯，请逼自己养成,2024-11-09,2024-11-10,2024-11-13,2,0.02,6,True,3.3333333333333335
2024-11-10|今天才知道，原来螨虫最怕它，简单又迅速，比太阳暴晒强N倍！,今天才知道，原来螨虫最怕它，简单又迅速，比太阳暴晒强N倍！,2024-11-10,2024-11-10,2024-11-10,1,0.02,3,True,6.666666666666667
2024-11-20|人民日报热点评论 89｜净化同城版块，共筑清朗网络空间,人民日报热点评论 89｜净化同城版块，共筑清朗网络空间,2024-11-20,2024-11-20,2024-11-25,6,0.02,40,True,0.5
2024-12-28|人民日报每日金句 55｜申论面试热点「钉钉子精神」,人民日报每日金句 55｜申论面试热点「钉钉子精神」,2024-12-28,2024-12-28,2025-01-02,4,0.02,20,True,1.0
2024-12-31|人民日报每日金句 58｜申论面试热点「立己达人」,人民日报每日金句 58｜申论面试热点「立己达人」,2024-12-31,2024-12-31,2025-01-05,3,0.02,20,True,1.0
2026-01-22|《人民日报》热点时评15： 职场发小（2026年国考面试热点）,《人民日报》热点时评15： 职场发小（2026年国考面试热点）,2026-01-22,2026-01-22,2026-01-28,5,0.02,14,True,1.4285714285714286
2026-02-02|人民日报时评23： 给“随时随地办公”划出法律与管理红线（2026年国考面试热点）,人民日报时评23： 给“随时随地办公”划出法律与管理红线（2026年国考面试热点）,2026-02-02,2026-02-03,2026-02-06,4,0.02,13,True,1.5384615384615385
2026-07-20|《人民日报》谈【教育科技人才一体发展】：不是简单的并列,《人民日报》谈【教育科技人才一体发展】：不是简单的并列,2026-07-20,2026-07-20,2026-07-26,6,0.02,67,True,0.29850746268656714
2026-08-19|《人民日报》讲政绩考核：不是考得多,《人民日报》讲政绩考核：不是考得多,2026-08-19,2026-08-19,2026-08-25,6,0.02,17,True,1.1764705882352942
2023-02-07|早上好！2023人民日报金句摘抄030 | 申论晨读素材、结构化面试热点、高考作文素材,早上好！2023人民日报金句摘抄030 | 申论晨读素材、结构化面试热点、高考作文素材,2023-02-07,2023-02-11,2023-02-12,2,0.01,4,True,2.5
